edible-poisonous,gill-spacing,stalk-shape,bruised
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
edible,close,enlarging,true
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,crowded,enlarging,true
poisonous,close,tapering,true
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,tapering,true
edible,close,tapering,true
poisonous,close,tapering,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
edible,close,tapering,true
edible,close,enlarging,true
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
edible,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
edible,close,tapering,true
poisonous,close,tapering,true
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
edible,close,tapering,true
poisonous,close,enlarging,false
edible,close,enlarging,true
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
edible,close,tapering,true
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,tapering,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,tapering,true
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
edible,close,tapering,true
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
edible,close,tapering,true
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
edible,close,enlarging,true
poisonous,close,enlarging,false
poisonous,close,tapering,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,tapering,true
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
edible,close,tapering,true
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
edible,crowded,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,tapering,true
edible,close,enlarging,true
poisonous,close,tapering,false
poisonous,crowded,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
edible,close,enlarging,true
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,tapering,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
edible,close,enlarging,false
edible,close,enlarging,true
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,tapering,true
poisonous,close,enlarging,true
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
edible,close,tapering,true
edible,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
edible,close,tapering,true
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,tapering,false
edible,close,enlarging,true
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,tapering,true
edible,close,tapering,true
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
edible,close,tapering,true
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,tapering,true
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
edible,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
edible,close,tapering,true
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,tapering,true
edible,close,enlarging,true
edible,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
edible,close,enlarging,true
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
edible,close,tapering,true
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,tapering,true
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,tapering,true
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,true
poisonous,close,tapering,true
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
edible,close,enlarging,false
poisonous,close,enlarging,false
edible,close,tapering,true
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,tapering,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
edible,close,tapering,true
poisonous,close,enlarging,false
edible,close,tapering,true
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,crowded,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
edible,close,enlarging,true
poisonous,close,enlarging,false
poisonous,crowded,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
edible,close,tapering,true
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
edible,close,tapering,true
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
edible,close,tapering,true
poisonous,close,tapering,true
poisonous,close,tapering,false
poisonous,close,tapering,true
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
edible,close,enlarging,true
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
edible,close,enlarging,true
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,tapering,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,tapering,true
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
edible,close,enlarging,true
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,tapering,true
poisonous,close,enlarging,false
poisonous,close,enlarging,false
edible,close,enlarging,true
poisonous,close,enlarging,false
poisonous,close,enlarging,false
edible,crowded,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,true
poisonous,close,tapering,true
edible,close,tapering,true
poisonous,close,enlarging,true
edible,close,enlarging,true
poisonous,close,tapering,true
edible,close,enlarging,true
poisonous,close,enlarging,false
poisonous,close,tapering,true
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
edible,close,enlarging,true
edible,close,enlarging,true
edible,close,enlarging,true
poisonous,close,enlarging,false
edible,close,tapering,true
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,tapering,true
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,tapering,false
poisonous,close,enlarging,false
edible,close,enlarging,true
edible,close,tapering,true
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
edible,close,tapering,true
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,true
poisonous,close,enlarging,false
poisonous,close,tapering,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
edible,close,enlarging,true
poisonous,close,tapering,true
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,tapering,true
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
edible,close,enlarging,false
edible,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,tapering,false
poisonous,close,tapering,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
edible,close,enlarging,true
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,tapering,true
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,tapering,true
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
edible,close,tapering,true
poisonous,close,enlarging,false
poisonous,close,enlarging,false
edible,close,enlarging,true
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
edible,crowded,enlarging,false
edible,close,enlarging,true
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,tapering,true
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,tapering,false
edible,close,enlarging,true
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
edible,close,enlarging,true
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,tapering,true
edible,close,enlarging,true
poisonous,close,tapering,true
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,tapering,true
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,tapering,true
edible,close,enlarging,true
edible,close,enlarging,true
edible,close,enlarging,true
poisonous,close,enlarging,true
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
edible,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,tapering,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
edible,close,enlarging,true
poisonous,close,enlarging,false
poisonous,close,enlarging,false
edible,close,enlarging,true
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,tapering,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,true
poisonous,close,enlarging,false
poisonous,close,enlarging,false
edible,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
edible,close,enlarging,true
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
edible,close,enlarging,true
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,tapering,true
poisonous,close,enlarging,false
poisonous,close,enlarging,false
edible,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,tapering,true
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,tapering,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,tapering,true
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,tapering,false
edible,close,enlarging,true
edible,close,enlarging,true
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,tapering,true
poisonous,close,enlarging,false
poisonous,close,tapering,true
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,tapering,true
poisonous,close,tapering,true
poisonous,close,tapering,true
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
edible,close,enlarging,false
edible,close,enlarging,true
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,tapering,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
edible,close,tapering,true
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
edible,crowded,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,true
edible,close,enlarging,true
poisonous,close,enlarging,false
poisonous,close,enlarging,false
edible,close,enlarging,true
poisonous,close,enlarging,false
poisonous,close,tapering,true
poisonous,close,tapering,false
poisonous,close,tapering,false
poisonous,close,tapering,false
poisonous,crowded,enlarging,true
poisonous,close,tapering,true
edible,crowded,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
edible,close,enlarging,true
poisonous,close,tapering,true
poisonous,close,tapering,true
poisonous,close,tapering,false
edible,crowded,enlarging,false
poisonous,close,tapering,true
poisonous,close,tapering,true
poisonous,close,tapering,true
poisonous,close,tapering,true
edible,crowded,enlarging,false
poisonous,close,enlarging,false
poisonous,close,tapering,true
poisonous,close,tapering,true
poisonous,crowded,enlarging,true
poisonous,close,tapering,true
poisonous,crowded,enlarging,true
poisonous,close,tapering,true
poisonous,close,tapering,true
poisonous,close,enlarging,false
poisonous,close,tapering,false
poisonous,close,tapering,false
edible,close,enlarging,true
edible,close,enlarging,true
poisonous,close,tapering,true
poisonous,close,enlarging,true
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,true
poisonous,close,tapering,false
poisonous,close,tapering,false
poisonous,close,enlarging,false
edible,close,enlarging,true
poisonous,close,tapering,false
poisonous,close,enlarging,false
poisonous,close,tapering,false
edible,crowded,enlarging,false
poisonous,close,tapering,false
edible,close,enlarging,true
edible,close,enlarging,true
poisonous,close,enlarging,false
poisonous,close,enlarging,true
poisonous,close,enlarging,false
poisonous,close,tapering,false
poisonous,close,tapering,true
poisonous,close,tapering,true
poisonous,close,enlarging,false
poisonous,close,tapering,true
poisonous,close,tapering,false
poisonous,close,tapering,true
poisonous,close,enlarging,false
edible,close,enlarging,true
poisonous,close,tapering,true
poisonous,close,tapering,true
edible,close,enlarging,true
poisonous,close,enlarging,false
poisonous,close,enlarging,false
edible,close,enlarging,true
poisonous,close,enlarging,false
poisonous,close,tapering,true
poisonous,close,tapering,true
poisonous,close,enlarging,false
poisonous,close,enlarging,false
edible,close,enlarging,true
edible,close,enlarging,true
poisonous,close,enlarging,true
edible,crowded,enlarging,false
edible,close,enlarging,true
poisonous,close,tapering,true
poisonous,close,tapering,true
poisonous,close,enlarging,false
poisonous,close,tapering,true
poisonous,close,tapering,true
edible,crowded,enlarging,false
poisonous,close,tapering,false
poisonous,close,enlarging,false
edible,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,true
poisonous,close,tapering,true
poisonous,close,tapering,false
edible,close,enlarging,true
poisonous,close,tapering,false
poisonous,close,enlarging,false
poisonous,close,tapering,true
edible,close,enlarging,true
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,tapering,true
poisonous,close,tapering,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
edible,close,enlarging,true
poisonous,close,enlarging,false
poisonous,close,tapering,false
poisonous,close,tapering,true
edible,close,enlarging,true
poisonous,close,enlarging,false
poisonous,close,tapering,false
poisonous,close,tapering,true
poisonous,close,tapering,true
poisonous,close,enlarging,true
edible,close,enlarging,true
poisonous,close,tapering,true
poisonous,close,tapering,false
edible,close,enlarging,true
poisonous,close,enlarging,false
edible,close,enlarging,true
poisonous,close,tapering,true
edible,close,enlarging,true
poisonous,close,enlarging,false
poisonous,close,tapering,true
poisonous,close,tapering,false
poisonous,close,tapering,false
poisonous,close,tapering,true
poisonous,close,tapering,false
edible,close,enlarging,true
edible,crowded,enlarging,false
poisonous,close,enlarging,false
edible,close,enlarging,true
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,tapering,true
poisonous,crowded,enlarging,true
edible,crowded,enlarging,false
poisonous,close,enlarging,false
poisonous,close,tapering,true
poisonous,close,enlarging,false
poisonous,close,enlarging,false
edible,close,enlarging,true
poisonous,close,enlarging,false
poisonous,close,tapering,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,enlarging,true
poisonous,close,enlarging,false
poisonous,close,tapering,true
poisonous,close,tapering,true
edible,close,enlarging,true
poisonous,close,enlarging,false
poisonous,close,tapering,true
poisonous,close,enlarging,true
poisonous,close,tapering,true
edible,close,enlarging,true
poisonous,close,tapering,true
poisonous,close,enlarging,false
poisonous,close,tapering,true
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,tapering,true
edible,close,enlarging,true
poisonous,close,tapering,false
poisonous,close,tapering,false
poisonous,close,tapering,false
poisonous,close,tapering,true
edible,close,enlarging,true
poisonous,close,enlarging,false
edible,close,enlarging,true
poisonous,close,tapering,true
edible,crowded,enlarging,false
poisonous,close,tapering,false
poisonous,close,tapering,true
poisonous,close,tapering,true
poisonous,close,enlarging,false
poisonous,close,enlarging,true
poisonous,close,enlarging,false
edible,close,enlarging,true
poisonous,crowded,enlarging,true
poisonous,close,tapering,true
edible,close,enlarging,false
edible,close,enlarging,false
edible,close,enlarging,true
poisonous,close,tapering,true
poisonous,close,tapering,false
poisonous,close,enlarging,false
poisonous,close,tapering,true
poisonous,close,tapering,true
edible,close,enlarging,true
poisonous,close,tapering,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
edible,close,enlarging,true
poisonous,close,tapering,true
poisonous,close,tapering,false
poisonous,close,tapering,true
edible,crowded,enlarging,false
poisonous,close,tapering,true
poisonous,close,enlarging,false
edible,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,tapering,false
poisonous,close,tapering,false
edible,close,enlarging,true
poisonous,close,tapering,true
edible,close,enlarging,true
edible,close,enlarging,true
poisonous,close,tapering,false
poisonous,close,enlarging,false
poisonous,close,tapering,false
edible,close,enlarging,true
poisonous,close,tapering,true
poisonous,close,enlarging,false
edible,close,enlarging,true
poisonous,close,enlarging,true
edible,crowded,enlarging,false
poisonous,close,enlarging,false
poisonous,close,tapering,true
poisonous,close,tapering,false
poisonous,close,tapering,true
poisonous,close,tapering,true
poisonous,close,tapering,false
edible,close,enlarging,false
poisonous,close,tapering,false
poisonous,close,enlarging,false
poisonous,close,tapering,false
poisonous,close,tapering,true
poisonous,close,enlarging,false
poisonous,close,tapering,true
poisonous,close,enlarging,false
poisonous,close,tapering,true
poisonous,close,tapering,true
edible,crowded,enlarging,false
poisonous,close,tapering,true
poisonous,close,tapering,false
poisonous,close,enlarging,true
poisonous,close,enlarging,false
edible,close,enlarging,true
poisonous,close,enlarging,true
poisonous,close,enlarging,false
poisonous,close,enlarging,false
edible,crowded,enlarging,false
edible,crowded,enlarging,false
poisonous,close,tapering,false
poisonous,close,tapering,true
poisonous,close,tapering,true
poisonous,close,tapering,true
poisonous,close,tapering,true
edible,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,tapering,true
poisonous,close,tapering,false
poisonous,close,enlarging,false
poisonous,close,tapering,true
poisonous,close,tapering,true
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,tapering,false
poisonous,close,enlarging,false
edible,close,enlarging,true
poisonous,close,enlarging,false
poisonous,close,tapering,true
poisonous,close,tapering,false
poisonous,close,enlarging,false
poisonous,close,enlarging,false
poisonous,close,tapering,true
poisonous,close,enlarging,true
poisonous,close,enlarging,false
edible,close,enlarging,true
poisonous,close,tapering,true
poisonous,close,tapering,true
poisonous,close,tapering,true
poisonous,close,tapering,false
poisonous,close,enlarging,true
poisonous,close,tapering,true
edible,close,enlarging,true
poisonous,close,tapering,false
poisonous,close,enlarging,false
poisonous,close,tapering,true
